FALSE,Assigned,Customer,,FORMULA, Current , 1 - 30 , 31 - 60 , 61 - 90 , > 90 , TOTAL ,Account Status,Collection Status,PHASE,COMMUNICATION SCHEDULE,Note/Contact Date,Collections Team - Notes,Upcoming Payment ,Action Item / Follow-up Items,Mgt. Note Date,Local Management Notes,Days since contact,As Of Date,CPR Status,# Of Jobs In Progress,"# Of Jobs Completed, Pending Payment",CPR Notes,Company
,Josie,Bakersfield ,ACCURATE TRENCHING INC,, ACCURATE TRENCHING INC , $ 36.00 , $ -   , $ -   , $ -   , $ -   , $ 36.00 ,Active,Contacted,COLLECTION TEAM,WEEKLY,46065,Judie emailed back said she was on her way Emailed Judie to confirm she would be dropping off check waiting on reply,,,,98,,,,,,STS
FALSE,Sylvia,Arroyo Grande,VSS INTERNATIONAL,, VSS INTERNATIONAL , $ -   , $ -   , $ -   , $ -   , $ 27.35 , $ 27.35 ,Active,Uncollectable,VP/HIGH LEVEL,WEEKLY,45993,"$107,903.85 Check will be ready today from 2-3pm, she will let us know ones check is signed",whan dylan gets all the backup lui will call to see if they will do early pay,,,170,,,,,,STS
,Sylvia,Bakersfield,DIVERSIFIED PROJECT SERVICES INTERNATIONA,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46155,"Trent follow up with Emily regarding payment on those March invoices, waiting for a response (bakersfield account)",,,,8,,,,,,STS
,Josie,Bakersfield,ACTIVATED EVENTS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46149,"Paid Via credit card $6,557.00",,,,14,,,,,,STS
,Josie,Bakersfield,"VCC, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46147,Account is not past due current invoices due this month ,,,,16,,,,,,STS
,Josie,Bakersfield,RESCUE HERO PLUMBING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46146,Asked customer to make a pyment  this is the third request  waiting on response ,,,,17,,,,,,STS
,Sylvia,Bakersfield,BROADBAND INTEGRATORS,,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46155,"$1,580.00 with Credit Card for all open invoices, per Ofelia (bakersfield account)",,,,8,,,,,,STS
,Josie,A.G ,JOSEPH CONSTRUCTION AND CONSULTING INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46147,Paid for TCP with credit card gave to Logan to process card ,,,,16,,,,,,STS
,Josie,Bakersfield ,CEN-CAL CONSTRUCTION,,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46147, Cust responed said will put in this weeks pay run  Emailed status report to customer ,,,,16,,,,,,STS
,Sylvia,Bakersfield,UNIFIED FIELD SERVICES CORPORATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46141,"left message for Amelia, see if April invoices received. (bakersfield account)",,,,22,,,,,,STS
,Josie,Bakersfield /Fresno ,KRAZAN & ASSOCIATES,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46143,Spoke with Hammer said Jason will pick up said she will mail check asked if  we could pick up said yes after 11:00 ,,,,20,,,,,,STS
,Josie,Bakersfield,AT&T CABLE MAINTENANCE (BAKERSFIELD),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46135,Emailed status report waiting on responser ,,,,28,,,,,,STS
,Sylvia,Bakersfield,CALIFORNIA WATER SERVICE,,  ,,,,,,,Active,Under Review,BRANCH MANAGER,WEEKLY,46154,asked if invoice was paid let her know yes after speaking with Victora ,,,,9,,,,,,STS
,Sylvia,Bakersfield,BLUMER CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46139,"talk to Steve, said the March Invoice received, payment next month.",,,,24,,,,,,STS
,Sylvia,Bakersfield,HECTORS PLUMBING INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46141,"emailed Yessenia see if April-4 invoices received and if it is being approved, waiting for a response. (bakersfield account)",,,,22,,,,,,STS
,Sylvia,,MCMURTEY LINCE INC.,,#REF!,,,,,   ,,Active,Contacted,COLLECTION TEAM,WEEKLY,45908,"$1,095.00 Ck-10571, check out Friday per Jim.",,,,255,,,,,,STS
,Josie,OC,"ZEBRON CONTRACTING, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46133,Mindy asked for a copy of invoice eamiled to her asking for turn around time Emailed Status report seeing if needs invoice ,,,,30,,,,,,STS
,Josie,Bakersfield,CITY OF ARVIN,,  ,,,,,,,Active,Paid,COLLECTION TEAM,WEEKLY,46135,Spoke with Raul  paid with Credit card ,,,,28,,,,,,STS
,Josie,Bakersfield ,CHEVRON BILL TO MIKE WILLINGHAM,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46134,Emailed Sherry said to call her she paid one then had me call her and paid the other one paid ,,,,29,,,,,,STS
,Josie,Bakersfield ,LOOP ELECTRIC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46135,Check 65706 went out on 4/22/26,,,,28,,,,,,STS
,Josie,OC,NATIONAL COATING & LINING COMPANY,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Sylvia,Arroyo Grande ,DTS TELE COM,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46120,"following up with Victoria regarding invoice voide invoice, she will tomorrown now this account will be 0",,,,43,,,,,,STS
,Sylvia,Bakersfield,"RACE TELECOMMUNICATIONS, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46155,Asked if she needs invoice waiting on reply ,,,,8,,,,,,STS
,Josie,OC,CALPROMAX ENGINEERING INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46120,customer replied that check went out asked if they had a check # replied back check went out ,,,,43,,,,,,STS
,Sylvia,Bakersfield ,BADGER DAYLIGHTING CORP.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46112,"Sudhakar replied to email, said Invoice  2-14-25 approve for payment hope this week $520.00 (bakersfield account)",,,,51,,,,,,STS
,Sylvia,Bakersfield ,"C&C ACQUISITION GROUP, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46119,"Invoice recived, per Jennifer. March invoice",,,,44,,,,,,STS
,Sylvia,Bakersfield,AMERICAN ENVIRO SERVICES NC,,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46118,"left message for Danielle, also following up on email thread regarding payment on Feb-28 and March-7 invoices. (bakersfield account)",,,,45,,,,,,STS
,Josie,O.C ,"A&L COMMUNICATIONS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46113,emailed receipt that he paid today Emailed Luis said invoice was paid let him know we still show as open and not paid can he provide me with payment information ,,,,50,,,,,,STS
,Josie,Bakersfield,GRANITE CONSTRUCTION (BAKERSFIELD),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46086,Emailed  asking for past due emailed back showing it was paid foward email to Victoria ,,,,77,,,,,,STS
,Sylvia,Bakersfield,"QUALITY ASPHALT CONSTRUCTION, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46119,"no answer, left message regarding the March invoice, tryaing again tomorrow.",,,,44,,,,,,STS
,Josie,Bakersfield,"UNWIRED BROADBAND, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46114,said Check is ready for pick up Hmmer picked up ,,,,49,,,,,,STS
,Josie,Bakersfield,"DO IT RIGHT PLUMBING & DRAIN CLEANING, LL",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46113,said that yes he received invoice yesterday ,,,,50,,,,,,STS
,Josie,Bakersfield,CITY OF BAKERSFIELD (FINANCE DEPT),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46135,Emailed invoice to ap waiting on response ,,,,28,,,,,,STS
,Sylvia,Bakersfield,VALLEY EXCAVATING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46108,left message for A/P make sure the March invoice was received.,,,,55,,,,,,STS
,Sylvia,Bakersfield,NAGLE EARTHWORKS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46111,"another call to Beverly, see if payment out last week for those open invoices.",,,,52,,,,,,STS
,Sylvia,Arroyo Grande,CCFG CONSTRUCTION.,,  ,,,,,,,Active,Not Contacted,COLLECTION TEAM,WEEKLY,46105,"$7,396.00 Ck-12660 for those Feb/March invocies, check going out on today's mail per Jolene.",,,,58,,,,,,STS
,Sylvia,Arroyo Grande / Bakersfield,VIDEO INSPECTION SPECIALISTS INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46104,"calling A/P to make sure the Feb-28 invoice was received, no answer let message",,,,59,,,,,,STS
,Josie,,"SUPERIOR AG CONSTRUCTION, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46142,Responded said she was traveling said to email Donna foward email to her waiting for response ,,,,21,,,,,,STS
,Sylvia,Bakersfield,BROWNING CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46100,looking into over 90 balance ,,,,63,,,,,,STS
,Josie,  O.C,CRESCENTA VALLEY WATER DISTRICT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46098,Tina emailed back said yes she has and it takes about two weekks for payment Called spoke with Tessa put me on hold Tina never picked up Emailed her asking if she needs invoice ,,,,65,,,,,,STS
,Josie,,"SPIESS CONSTRUCTION COMPANY, INC. (PENDIN",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46094,Said that check was put in the mail this morning ,,,,69,,,,,,STS
,Sylvia,Bakersfield,MAC GENERAL ENGINEERING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45966,(lui) sent open balance report. thay are current ,,,,197,,,,,,STS
,Josie,Bakersfield,B.L. SOLUTIONS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46092,Balance on this account as of 3/11/26 is $132.00 for invoices 000003867 STB ,,,,71,,,,,,STS
,Josie,Bakersfield,GREENFIELD COUNTY WATER DISTRICT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45985,Wendy emailed back said she will get with her GM Wendy reached out wanted to know how much discount was called not answer emailed her that it was 2%Emailed asking if she would like to uitilize our early pay discount waiting on respond ,,,,178,,,,,,STS
,Sylvia,,"INNOVATIVE ENGINEERING SYSTEMS, INC. DBA",,#REF!,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Sylvia,Bakersfield ,JM PIPELINE CONSTRUCTION INC.,,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46087,"$9,130.91 Ck-2782 Jordan pick up Payment/Check Account paid in full.  -following up with Lorena, regarding payment on those January invoices, see if payment today or next week. (bakersfield job)",,,,76,,,,,,STS
,Josie,Bakersfield ,PATRIOT ENVIRONMENTAL,,  ,,,,,,,Active,Paid,COLLECTION TEAM,WEEKLY,46091,No open balance in Quick books ,,,,72,,,,,,STS
,Sylvia,Bakersfield,PACIFIC UTILITY PIPELINE INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46072,"email Denise balance report regarding January invoices, see if received             (bakersfield job)",,,,91,,,,,,STS
,Sylvia,,"TLC DIRECTIONAL DRILLING, INC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46058,"Shanna replied to email, said she has one invoice but missing invoice #00003625, emailed invoice to her.",,,,105,,,,,,STS
,Sylvia,Orange County,COLORADO WEST CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46070,"Ck-53364 $1,495.00 ",,,,93,,,,,,STS
,Josie,Bakersfield ,PAVLETICH ELECTRIC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46059,said that yes they have invoice and it is pending 00003492 payment was recevied for 00003492,,,,104,,,,,,STS
,Josie,Balersfield ,"S & B SONS, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46071,Invoice  00003546 Paid 1/17/26,,,,92,,,,,,STS
,Josie,,GONDOLA'S LANDSCAPING & LAWN CARE INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46056,Said to get with Paula and remind him next week ,,,,107,,,,,,STS
,Josie,AG ,"CALIFIA FARMS, LLC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46062,Emailed invoice to approve called  saidshe recalled the email wrong company ,,,,101,,,,,,STS
,Josie,,"SUMMIT CAPITAL VENTURES, INC. DBA JOHN BA",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46059,"Paid today $3,927.20",,,,104,,,,,,STS
,Josie,Bakersfield ,MPS CONSTRUCTION MANAGEMENT CONSULTING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45961,Emailed  asking if customer pay's in ful that SFN will give a discount of 2% waiting on response ,,,,202,,,,,,STS
,Sylvia,,Browns Construction,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46048,"following up with Danniel by email thread regarding payment status on those October invoices,  Last time he mentioned he would let his controller know and get back to us. waiting for another response.",,,,115,,,,,,STS
,Josie,O.C,ALPHA CONSTRUCTION ELITE INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45889,Rafael said that he will be droping off check # 4365 tomorrow ,,,,274,,,,,,STS
,Josie,O.C,"ALPHA CONSTRUCTION ELITE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,Bakersfield,AMERICAN INTEGRATED SERVICES,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45999, recevied email stating that they sent out payment last week $583 spoke wiith Balee said she will ask her boss if they would like to Utlize ,,,,164,,,,,,STS
,Josie,Bakersfield,ARTS COUNCIL OF KERN,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45917,Asking if she has recevied invoices waiting on response ,,,,246,,,,,,STS
,Josie,Bakersfield ,CARE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46007,"recevied payment for $2,150.00",,,,156,,,,,,STS
,Josie,Bakersfield ,CITY OF TEHACHAPI,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46030,"Grace said that check # 64138 was mailed on 1/6/26 for $8,415.00",,,,133,,,,,,STS
,Sylvia,,D.R. HORTON,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46048,"$395.00 ACH payment last week, Finally..........-Following up on the email thread regarding payment for the Sept 27th invoice with accounting Ivan,Victor & Samantha, waiting for response",,,,115,,,,,,STS
,Josie,Bakersfield,EAST NILES COMMUNITY SERVICES DISTRICT,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46000,Emailed invoice 00003135 waiting on response ,,,,163,,,,,,STS
,Josie,Bakersfield,ERNIE LANCASTER CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45946,Said to email him said he allready paid he is out of town and will check when he gets back in ,,,,217,,,,,,STS
,Sylvia,,G.M. ENGINEERING INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45950,"Judy replied said they should be receving payment this week for the Project, I ask if we could pick up check.  -email Judy regarding Sept invoices, also sending her open balance, ",,,,213,,,,,,STS
,Sylvia,,GUINN CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45951,"Sarah replied with copy of the check/remittence, forward to Logan to clear invoices",,,,212,,,,,,STS
,Sylvia,Bakersfield,HECTORS PLUMBING INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46091,promise to pay this week and requested missing invoices ,,,,72,,,,,,STS
,Josie,Bakersfield ,INTERSTATE LAND COMPANY,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46037,Emailed status offferd customer discount waiting on reply ,,,,126,,,,,,STS
,Josie,Bakersfield ,KERN COUNTY HERITAGE CHAMBER OF COMMERCE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45943,Called Angela again said she is there at the office if we want to pick up check  Lui on his way Left Voice mail that check was ready called to see if she was in the office yet no answer Called cell phone no answer ,,,,220,,,,,,STS
,Josie,Bakersfield ,KERN DANCE ALLIANCE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,Bakersfield ,"MESA ENERGY SYSTEMS, INC. DBA EMCOR SERVI",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,Bakersfield ,OILDALE MUTUAL WATER CO.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,AG ,RAILWORKS TRACK SYSTEMS LLC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45903,Brylee emailed back said we should see ACH on Friday Called lvm for Ashley also emailed the email that is on QB ,,,,260,,,,,,STS
,Josie,Bakersfield,Ridgeview High School,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,Bakersfield,ROAD SAFE TRAFFIC SYSTEMS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45959,Spoke with Kathy said that check 573315 went out on the 24th for invoice 000025878 for $936.00 said invoice 00002626 STB should go out on this weeks check run ,,,,204,,,,,,STS
,Josie,O.C,S AND S CONTRACTING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45996,(lui) gary called customer a& they promised payment infull will be paying with credit card today ,,,,167,,,,,,STS
,Josie,,"SOUTH VALLEY COMPANIES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Josie,,TEN WEST INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45985,Sara is trying for this week ,,,,178,,,,,,STS
,Josie,,TURNER TRANS LIFT INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45895,went to Logan to look over this account being there are two want to make sure before I call customer again ,,,,268,,,,,,STS
,Josie,Orange County,"WNM ENTERPRISES, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,STS
,Yareli,Fresno ,HP COMMUNICATION,, HP COMMUNICATION , $ -   , $ -   , $ -   , $ -   ," $ 9,872.50 "," $ 9,872.50 ",Active,Uncollectable,VP/HIGH LEVEL,write off,46113,victoria is working on it,,,,50,,,,,,TCS
,Josie,O.C,"WAVEDIVISION HOLDINGS, LLC.",," WAVEDIVISION HOLDINGS, LLC. ", $ -   , $ -   , $ -   , $ -   ," $ 7,614.80 "," $ 7,614.80 ",Active,Uncollectable,MOTION TO WRITE OFF,write off,46128,"Alli enail, requesting Benefits statement, Union Leters, Ayson working on it.",per seth need to clear get with accounting ,,,35,,,,,,TCS
,Josie,,CALTRANS WH,, CALTRANS WH , $ -   , $ -   , $ -   , $ -   ," $ 6,676.31 "," $ 6,676.31 ",Active,Uncollectable,MOTION TO WRITE OFF,write off,46055,Reached out to Christine regarding writing off the balance it was a estimate  waiting for reply ,westren h to help ,,,108,,,,,,TCS
,Lui,Fresno / OC / Bakesfield,Frontline Traffic Control,, FRONTLINE TRAFFIC CONTROL , $ -   , $ -   , $ -   , $ -   ," $ 4,860.00 "," $ 4,860.00 ",Active,Uncollectable,VP/HIGH LEVEL,write off,46100,requested update on payment. ,,07/02/2025,"07.02.2025- Left a message for Carlos, waiting for a call back.                                                                                                                                                                                                                                                                                                   06.13.2025- Carlos called and made a payment in the amount of $10,000. Stated they will try and make another payment next week. ",63,,,,,,TCS
,Lui,Fresno / Sacramento,ONSITE COMMERCIAL SERVICES INC.,, ONSITE COMMERCIAL SERVICES INC. , $ -   , $ -   , $ -   , $ -   ," $ 3,484.50 "," $ 3,484.50 ",Active,Uncollectable,VP/HIGH LEVEL,write off,45999,"per customer ""You guys are paid in full. We received a credit from you guys for the $300, and the $3184 invoice was rejected due to no back up documentation that is required for payment, and the customer has since closed this project out.""",no com from branch!!!! abrahem to reach out. (customer aproved 3 of 4 invoices should see payment next frioday still working on one),,Talked to Samantha Operations Coordinator she said her billing team is behind on processing some of the invoices recieved but tomorrow she will get with her team and get back to me. ,164,,,,,,TCS
FALSE,Sylvia,Fresno ,MEDINA CONSTRUCTION ENGINEERING,, MEDINA CONSTRUCTION ENGINEERING , $ -   , $ -   , $ -   , $ -   ," $ 1,757.20 "," $ 1,757.20 ",Active,Uncollectable,MOTION TO WRITE OFF,write off,46055,"trying calling customer Ramiro again see if someone available but no answer ""write off $1,757.20 for September of 2024 invoices""",,12-04-24,hammer-not able to get a hold of Ramiro or Laura (4/7/25 lui) called not getting a response. hammer is getting nothing and the bussiness is a home. recoment to go see in person or send to collections,108,,,,,,TCS
FALSE,Sylvia,Fresno,INDUSTRIAL ELECTRIC COMPANY,, INDUSTRIAL ELECTRIC COMPANY , $ -   , $ -   , $ -   , $ -   ," $ 1,051.82 "," $ 1,051.82 ",Active,Uncollectable,MOTION TO WRITE OFF,write off,46055,"another attempt to call Berry-owner but nothing no communication; ""write off $1,051.82 for May of 2024 invoice""",,,,108,,,,,,TCS
,Josie,Bakersfield ,STAGE FRIGHT CLOTHING LLC.,, STAGE FRIGHT CLOTHING LLC. , $ -   , $ -   , $ -   , $ -   , $ 676.69 , $ 676.69 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,46058,Called Salvador never answer or replies when he did he said he does not owe,,,,105,,,,,,TCS
,Josie,Bakersfield,S AND S CONTRACTING,, S AND S CONTRACTING , $ -   , $ -   , $ -   , $ -   , $ 516.48 , $ 516.48 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,46058,The notes stay that Erika does not owe called no answer ,,06-30-25,***par nick they will pay all open invoices*** ,105,,,,,,TCS
,Josie,Bakersfield ,Baize Electric,, Baize Electric , $ -   , $ -   , $ -   , $ -   , $ 286.64 , $ 286.64 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,46056,This customer never answers at one time it was mention that was going to be written off  called one last time no answer ,,,,107,,,,,,TCS
FALSE,Sylvia,Fresno ,MEDINA CONSTRUTION ENGINEERING,, MEDINA CONSTRUTION ENGINEERING , $ -   , $ -   , $ -   , $ -   , $ 244.86 , $ 244.86 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,46055,"trying calling customer Ramiro again see if someone available no answer ""write off $244.86 for August of 2024 invoice""",,,,108,,,,,,TCS
FALSE,Sylvia,Fresno,DAWSON-MAULDIN CONSTRUCTION,, DAWSON-MAULDIN CONSTRUCTION , $ 63.00 , $ -   , $ -   , $ -   , $ 168.00 , $ 231.00 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,46056,"calling customer again Christine no answer ""write off $168.00 for October of 2024 invoices""",,,,107,,,,,,TCS
FALSE,Sylvia,,STOCKBRIDGE GENERAL CONTRACTING,, STOCKBRIDGE GENERAL CONTRACTING , $ -   , $ -   , $ -   , $ -   , $ 206.52 , $ 206.52 ,Active,Uncollectable,BRANCH MANAGER,write off,46050,"emailed Jennifer Balance Report, asking for payment information on the April-12 invoice, waiting for a response",,,,113,,,,,,TCS
,Josie,Bakersfield,"GILLIAM & SONS, INC.",," GILLIAM & SONS, INC. ", $ -   , $ -   , $ -   , $ -   , $ 193.50 , $ 193.50 ,Active,Uncollectable,MOTION TO WRITE OFF,write off,45862,(lui) customer not paying. sending to collections.,,,,301,,,,,,TCS
,Lui,Bakersfield,COUNTY OF KERN- ROADS DEPARTMENT,, COUNTY OF KERN- ROADS DEPARTMENT , $ -   , $ -   , $ -   , $ -   , $ 70.52 , $ 70.52 ,Active,Uncollectable,VP/HIGH LEVEL,write off,45995,requested update on the invoice that the customer is saying they dont owe,,,,168,,,,,,TCS
,Lui,Modesto / Fresno / Visalia,"GOLDEN VALLEY PIPELINE, INC.",," GOLDEN VALLEY PIPELINE, INC. ", $ -   , $ -   , $ -   , $ -   , $ 55.68 , $ 55.68 ,Active,Uncollectable,VP/HIGH LEVEL,write off,45978,sent open balance report ,,,,185,,,,,,TCS
,Josie,Bakersfield,FARIAS REMODELING & CONCRETE,, FARIAS REMODELING & CONCRETE , $ -   , $ -   , $ -   , $ -   , $ 55.04 , $ 55.04 ,Active,Uncollectable,COLLECTION TEAM,write off,46058,NO contact wilth Salvodr ,,,,105,,,,,,TCS
